,id,author_id,created_at,text,source,author.location,geo.country,geo.full_name,geo.geo.bbox
340024,1422861554211598344,1070611460513038336,2021-08-04T10:06:44.000Z,@KasambaShepherd @JinjaMarina I tell you... 😂😂,Twitter for Android,"Jinja, Uganda",Uganda,"Jinja, Uganda","[33.0453096, 0.3849308, 33.3798758, 0.7091918]"
704381,1457382063280115716,3335739028,2021-11-07T16:18:55.000Z,@AtimCharlotte @IAmTwesigye 😂 😂 😂 Question,Twitter for iPhone,Gulu City,Uganda,"Gulu, Uganda","[32.1251757, 2.4457346, 32.8294398, 3.3008154]"
95102,1401081587391991808,743787041016680448,2021-06-05T07:40:55.000Z,"@mhercy256 Hello Mhercy,\nHappiest &amp; joyful wknd too",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
387747,1427276726061633537,973414736,2021-08-16T14:31:03.000Z,😂😂😂gangster style . Star taffy https://t.co/8R9dMxnpJl,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1476228,1520823780477710336,1138463281050456065,2022-05-01T17:53:39.000Z,"If you know the story behind these two pictures,then you're a true UGANDAN 😎. https://t.co/0qdiu85rY6",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
198844,1410870839361392645,1304854910941442050,2021-07-02T07:59:55.000Z,Drop me your number here or DM me on Whatsapp 0703120951 for Nabatanzi's video 👇 https://t.co/HgGvGjgJGS,Twitter for Android,"Turkey Creek, IN",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
303888,1419415088549797892,1395459156417470464,2021-07-25T21:51:43.000Z,"WHY SHOULD YOU SPONSOR A CHILD?\nSponsoring a child is a personal way to show God's love to a child in need. For $40 a month, you'll help that child  support for a purpose @gheartsug foundation Uganda\nYou can sponsor an orphan today  You can educate a child today \n@SilentlyDark69 https://t.co/3cXrVisA86",Twitter for Android,kauna mukono Uganda ,Uganda,"Mukono, Uganda","[32.5019072, -1.0027209, 33.5223859, 0.8608254]"
444104,1432362871678291970,1044637291338223618,2021-08-30T15:21:35.000Z,@MercedesAMGF1 @PeterSentongo10 This time round God didnt let your team play redbull dirty. 😹😹,Twitter for iPhone,Nsambya Kirombe ku Mwala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
208930,1411674017556217857,1284584639420600320,2021-07-04T13:11:28.000Z,@Dauxon4 My lips😓,Twitter for Android,Bipolar heart - Broken soul💔,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
438366,1431874916123648000,3650534001,2021-08-29T07:02:37.000Z,@FrostProUg Ssebo how many Kms did you run 🤣🤣?,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1180311,1500411868254461954,1483681251240386560,2022-03-06T10:04:00.000Z,It's not masturbation \n   ....\n\nIt's sex but in a single-player mode😂😂😂\n\n@perez,Twitter for Android,,Uganda,"Kayunga, Uganda","[32.6758811, 0.504155, 33.0845626, 1.5095712]"
683529,1455212684945805316,1440567125060456455,2021-11-01T16:38:35.000Z,@KakyaraP Thank you please,Twitter for Android,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
4819,1390304508442406925,326770101,2021-05-06T13:56:40.000Z,@kalyxmoses Scaring scaring 🤣,Twitter for iPhone,K-town,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1208161,1502549664075296772,581866141,2022-03-12T07:38:50.000Z,@bamwinejnr Actually Jinja is nice though it was ignored,Twitter for Android,East Africa ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1351590,1512720221961965570,707539081123733504,2022-04-09T09:13:00.000Z,@Omuteso You'll be the first he will call yo eat that money 🤣🤣🤣🤣🤣,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1141803,1497180847262224389,1333802699255496709,2022-02-25T12:05:04.000Z,"@KristinaRosella @Okotel1 Okotel, you see I'm falling in things 🤣🤣",Twitter for Android,"Kalangala, Uganda",Uganda,"Kalangala, Uganda","[32.0006903, -1.0031859, 32.7525452, -0.1477888]"
1207789,1502530638192136193,1457270755130023938,2022-03-12T06:23:14.000Z,@vibesbellah Come to my inbox,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1242832,1505079185257152516,1233359912572538882,2022-03-19T07:10:15.000Z,Call me if a likkle man dont fuck you good🤭😝🤓,Twitter for iPhone,Mutungo-Biina Road near Mugiez,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
860124,1472537129637060614,2233364568,2021-12-19T11:59:44.000Z,"By 6PM, these streets will be on fire because of another Sevo-Kayunga like event. 😂",Twitter for iPhone,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
547828,1442202766651412482,1044637291338223618,2021-09-26T19:01:49.000Z,Sports person of the week. Lando Norris ✅,Twitter for iPhone,Nsambya Kirombe ku Mwala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
160802,1407328989186871296,1380566323726594048,2021-06-22T13:25:52.000Z,@Urbanbouy01 Whatever your looking for bro \nLet me hope its not problems 😂,Twitter for Android,Isaac future collectionz ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1431492,1517846247985590274,1420285244809400321,2022-04-23T12:42:00.000Z,Attended an event with French speakers and felt motivated to learn the language to be a part of the dialogue. Language barrier shouldn't be a reason to be left out.\n.\nCurrently intensifying efforts to learn FRENCH at @AFKampala \n.\n.\n@BonjourKampala @Patrick_tshingu @JaAniambossou https://t.co/JZU3KysA6f,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1146056,1497541983052705799,1105239871,2022-02-26T12:00:06.000Z,"@sir_nomad @faithtrudy1 @AnitaKomukama Frame one is a juvenile African Thrush, Two Great Blue Turacco, Three Black Headed Weaver, four Olive sunbird",Twitter for iPhone,Entebbe Uganda ,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
456270,1433455493402529799,39031835,2021-09-02T15:43:16.000Z,Where did the sunset find you? 🌞,Twitter for iPhone,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
827090,1469275319832096773,1312007835237089280,2021-12-10T11:58:28.000Z,@AFCTeef_ I also miss him,Twitter for Android,Around the world 🌎,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1209278,1502613576640606210,2904020031,2022-03-12T11:52:48.000Z,You just cant stop them! They take every research work/project so serious. Always there to listen and guide. A billion ways to learn🥰🥰🥰🥰🥰 https://t.co/N76Zp7hwss,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
77632,1399258680428728320,67423256,2021-05-31T06:57:21.000Z,@MinofHealthUG Apart from Kololo where else can I get the jab in Kampala?,Twitter for iPhone,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
91951,1400786090324336641,1239564470390792192,2021-06-04T12:06:43.000Z,"A Skilled Transition Team Leader @RKawaddwa Will Set The General Goals For A Transition, And Then Confer On The Other Team Leaders Working With Him The Power To Implement Those Goals. https://t.co/vGxdEoWJ9P",Twitter for Android,SOROTI CITY - EASTERN UGANDA ,Uganda,"Soroti, Uganda","[32.9483319, 1.2826619, 33.8108163, 2.0199692]"
528843,1440416440553668611,3365641175,2021-09-21T20:43:35.000Z,@fizzy______ @KOmukungu Humble,Twitter for iPhone,,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1226141,1503840558674059266,1233603561914847233,2022-03-15T21:08:23.000Z,Explore the world's most beautiful scenery acknowledged by British prime Winston Churchill #VisitUganda #DavSafaris #tourism #Tours #gorilla #Rwanda \nhttps://t.co/qOEPFH9cVN info@davsafaris.com \n+256701412430 | +1 71 328 1461 https://t.co/7d41Bjiych,Twitter for Android,Kampala ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1062960,1491077640710942728,1490765652294000644,2022-02-08T15:53:07.000Z,Welcome to Tang music ent bugoba boys with DJ Hassan pro Uganda https://t.co/52UHkUWgiX,Twitter for Android,Bugoba ,Uganda,Kiyindi Landing site,"[32.989143, 0.31437778, 32.989143, 0.31437778]"
1144663,1497452430723891206,1278172238420860933,2022-02-26T06:04:15.000Z,@BrytVivid Good morning,Twitter for Android,Kampala ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
586422,1445778039506456576,1425872485845712904,2021-10-06T15:48:40.000Z,@NBSAfter5 @nbstv Free internet available in Uganda https://t.co/cKod1ckReR,Twitter for Android,Rushanje Bugamba Rwampala ,Uganda,Rushanje Girls School,"[30.489334, -0.734426, 30.489334, -0.734426]"
1040133,1489161058799558656,109207083,2022-02-03T08:57:18.000Z,@robertmadoi @RadioOneFM90 People started crying at 6 am..,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
547146,1442185220812414977,69636506,2021-09-26T17:52:05.000Z,@FaustKan @kagire Hahaha still not competing with you guys,Twitter for iPhone,Uganda and around the world,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
976302,1482807124224847882,743787041016680448,2022-01-16T20:09:02.000Z,"@UGmanofficial Follow,\n👇\n@Bry_ant6, Gains✔\n@UGmanofficial 🔔Notifications✔",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
747360,1461645470216986628,1461541453616893954,2021-11-19T10:40:10.000Z,@TremendoLtd @steve_gemini @Liz_Mwesigwa @cuteamooti I have good hollow brocks and good pavers you may like to use in your company pliz call me if you're interested on 0756952007 https://t.co/yLq5tCBxQU,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
419921,1430160754410414094,1268945605860241408,2021-08-24T13:31:09.000Z,@GeneralMasereka @AApophius Does she follow back?,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1192184,1501276401403584515,473033224,2022-03-08T19:19:21.000Z,@like_a_gem Thank you Jen! 🥰🙏🏾,Twitter for iPhone,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
477658,1435535912453214217,1021763998600122374,2021-09-08T09:30:07.000Z,"... there’s no way! There’s no way that these people should own planes and then these people don’t have houses, apartments, shacks, drawers, pants. """,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1472956,1520645304378343425,902827605799432192,2022-05-01T06:04:27.000Z,Thanks and likewise https://t.co/RqfK8Y2lgD,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
283180,1417867764145008646,1338078163205844995,2021-07-21T15:23:12.000Z,Since when has this been happening it has never happened in the History of the church\n#HistoricAuthority\n\nThere is amessage\nThe Messiah is coming\n\nThe church MUST be very careful now\n@ogaino_emmanuel https://t.co/wGwjze1TFz,Twitter for Android,Uganda,Uganda,"Amuria, Uganda","[33.347464, 1.6792309, 33.9174431, 2.4195163]"
319751,1420872499064094726,1041558047552954368,2021-07-29T22:22:56.000Z,@Fattah250 Thank you,Twitter for iPhone,"Kampala, Uganda",Uganda,"Amuru, Uganda","[31.3361453, 2.2159292, 32.3647267, 3.5806725]"
428623,1430956171561734149,1044637291338223618,2021-08-26T18:11:51.000Z,@KOmukungu I can’t relate. My kazigo is just enough for me😹,Twitter for iPhone,Nsambya Kirombe ku Mwala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
648997,1451667204643213317,833050364,2021-10-22T21:50:06.000Z,@brfootball But how's Ole even a top manager,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
388678,1427350513847357442,1027638919653928963,2021-08-16T19:24:16.000Z,For queen Maria mind she don go house \n#BBNaija #BBNaijaShineyoureyes https://t.co/TjKlvoN1uv,Twitter for Android,"Rubaga, Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
763072,1463051066669518853,1221092810436292608,2021-11-23T07:45:31.000Z,@TusingwireImma4 @SimonKaggwaNjal @UNRA_UG I can feel the anger in this tweet.,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
779339,1464606007758307336,1173956281478131713,2021-11-27T14:44:17.000Z,So next on the @UG_Airlines   will be these guys with mulondo😄 https://t.co/fcjqS0sUuL,Twitter for Android,Kampala ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
511103,1438725374612025348,1110192751382024192,2021-09-17T04:43:54.000Z,@ruthekyak Easy uo blessing in coming,Twitter for Android,"Istanbul, Turkey",Uganda,"Mbarara, Uganda","[30.3141825, -0.8454063, 30.81947, -0.194628]"
180339,1409199099509936138,1063124236917710849,2021-06-27T17:17:01.000Z,@eliakisembo @ainbyoo I agree...,Twitter for Android,"Kampala, Uganda",Uganda,"Mpigi, Uganda","[31.3024318, -0.1482004, 32.4269741, 0.4057946]"
518515,1439311338032013316,1114840181033570304,2021-09-18T19:32:18.000Z,"@MimiHearts1 am so humbled, happy and so proud. Thanks for the follow back Queen, u make these streets inhabitable 🙏🙏",Twitter for Android,Entebbe Uganda,Uganda,"Nakasongola, Uganda","[31.9684434, 0.9598391, 32.8006354, 1.6754884]"
952874,1480754344836411398,366545260,2022-01-11T04:12:01.000Z,Praying is good! Show up if you have access to her and pick her from this place she's in. https://t.co/u6G1UqiFFr,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
226141,1413002675650707459,1253735710995161088,2021-07-08T05:11:04.000Z,@Imogen_A_La Won't u die waiting😞😂,Twitter for Android,Uganda,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
850163,1471526150753165317,813106260543344640,2021-12-16T17:02:28.000Z,@NerimaJ01 @benard_paade @mr___honey @javisstunner @bamwinejnr @GenSituka @Arnoldtugumegm1 @AApophius @aaubry256 Yes X200,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
46875,1395441339869933569,1367873388388220936,2021-05-20T18:08:36.000Z,@assenyonga @bhannington The tax payers excitedly vote for them and are happy whenever they win,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1081848,1492577596755918854,1167541483215437825,2022-02-12T19:13:24.000Z,One day you will make me faint https://t.co/mp3FKbPvTe,Twitter for iPhone,"Jinja, Uganda",Uganda,"Jinja, Uganda","[33.0453096, 0.3849308, 33.3798758, 0.7091918]"
628028,1449602797641601024,1073171156885233665,2021-10-17T05:06:53.000Z,@samuelkabayi Thanks bro,Twitter for Android,in the Third heaven,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
359609,1424659336350031872,1422801952929460227,2021-08-09T09:10:29.000Z,@912CroozeFM I haven't even see an association here I @kakobaNyakaizi basically for myooga. Where are they??,Twitter for Android,"Mbarara, Uganda",Uganda,"Mbarara, Uganda","[30.3141825, -0.8454063, 30.81947, -0.194628]"
1434800,1518116872478019584,1229786592,2022-04-24T06:37:22.000Z,@RaihanahTrentah Ok I was coming for you,Twitter for Android,"kampala,uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
284619,1417927462638571525,1125796459578843136,2021-07-21T19:20:25.000Z,"@SamuelMusana1 @collinsfrank54 The status of the world will comply change after the Rapture. \nThe time to prepare well is limited, let's hasten our preparedness because the #InvitationToRapture has been given out.",Twitter for Android,"Kampala, Uganda",Uganda,"Mukono, Uganda","[32.5019072, -1.0027209, 33.5223859, 0.8608254]"
877405,1474120130686853127,2370202568,2021-12-23T20:50:01.000Z,@nickopiyo @kizzabesigye1 @EriasLukwago_ @drstellanyanzi @HEBobiwine @norbertmao @Rwakakamba @Opiaiya @araoameny @amelproject @MoveDemocracy @LarryDiamond We're proud of you,Twitter for Android,,Uganda,"Soroti, Uganda","[32.9483319, 1.2826619, 33.8108163, 2.0199692]"
691288,1455983545898487824,1343250406424653824,2021-11-03T19:41:42.000Z,"#TheComingRapture\n His feet were like bronze glowing in a furnace, and his voice was like the sound of rushing waters.",Twitter for Android,,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
604065,1447284642005065730,1105239871,2021-10-10T19:35:22.000Z,@AshabaCynthia 🤔🤔🤔 sweet as in sweet ninga,Twitter for iPhone,Entebbe Uganda ,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1292776,1508550552455634949,746732534285893632,2022-03-28T21:04:13.000Z,Bobi to SMACK HM right now https://t.co/0u1Te8vnuG,Twitter for Android,Gulu City Uganda,Uganda,"Gulu, Uganda","[32.1251757, 2.4457346, 32.8294398, 3.3008154]"
760599,1462817042193686533,144158024,2021-11-22T16:15:35.000Z,For all fellow @StanChartUGA customers. https://t.co/qbXIi9we76,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1180051,1500392503144505348,1468499853978259461,2022-03-06T08:47:03.000Z,@kendrasuubi @GenSituka More than😋😋,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
610454,1447963645955166210,1112207019077971969,2021-10-12T16:33:29.000Z,Eat weed cookies/ cakes. Those things are dangerous 👌🏿 https://t.co/czDp2hhwjH,Twitter for Android,"Mutungo Hill, Kampala",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
341620,1422978248045170691,1212843899812601856,2021-08-04T17:50:26.000Z,@mr_skillzug @RXRadioUG Some will perceive that kind of  fashion and design as immoral 😂😂😂 and indecent,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
608594,1447813925525991431,1444038770211397642,2021-10-12T06:38:33.000Z,"@IsabellaNabaasa Ooh my God I can't wait,just send",Twitter for Android,,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
610483,1447965897579274240,857563176799531008,2021-10-12T16:42:26.000Z,@Jude_Mugabi Atleast every after two months 😂 we recite that prayer 😂😂,Twitter for iPhone,Pearl of Africa,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
982771,1483514105243779074,1083462125069180928,2022-01-18T18:58:19.000Z,@firstdoctorr @Rhomina0 And don't confuse YAHUAH'S(God) will and what u need towards your self 🙏🏻,Twitter for Android,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
112832,1402874444821975041,1116008538306961409,2021-06-10T06:25:06.000Z,@AKasingye Soon joining 😌😌,Twitter for iPhone,Kampala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1175864,1499997324659015684,1278608009313337344,2022-03-05T06:36:45.000Z,This Is noted Sir😀 https://t.co/Vptv2ABAcM,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1429805,1517771933764435969,1136902566720286720,2022-04-23T07:46:42.000Z,"Well done for this update, but let's not compare the inflation index of Uganda with that of those countries mentioned in that list. You can do better @rggoobi. In 2041,you'll be among the national presidential advisors only if you keep the record as good as you had before. https://t.co/mRY5H6dSCa",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
409892,1429170536941334544,1256301032650539013,2021-08-21T19:56:23.000Z,😒😒😒 also pipo who tell us I will call u for deliveries and don’t call  please stop https://t.co/GISd7uBsUm,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1477569,1520894053038149632,794254916743266309,2022-05-01T22:32:53.000Z,SUPERNATURAL WORD FOR THE DAY https://t.co/ybTEDABjif,Twitter for Android,,Uganda,"Mityana, Uganda","[31.8012414, 0.2057044, 32.2682064, 0.6924703]"
510429,1438584380625244164,886361921859051520,2021-09-16T19:23:38.000Z,Someone reaches a point of committing suicide because their partner can’t forgive them why? Sister you have fought the fight,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1340833,1512015018535051265,462990128,2022-04-07T10:30:46.000Z,"Chimpanzees are beautiful people. They share 98.7 % human DNA. A visit or a stay at the sanctuary is both enlightening and entertaining. For more details, click on https://t.co/6I1sZ29G3s \n#travelblogger \n\nLocation: @ngambaisland on Lake Victoria \n\n📹 by @edgarbatte https://t.co/Xf3LwcZmmG",Twitter for iPhone,Uganda,Uganda,Ngamba Island Chimpanzee Sanctuary,"[32.472511346735175, 0.059377170226189484, 32.472511346735175, 0.059377170226189484]"
841760,1470740369163923456,1015643360873283585,2021-12-14T13:00:03.000Z,@B4Belinda11 @nicke4real @EBantomumari @Eddie_iroro @Realtonyblack1 @Nicaraguaboy1 @arney_ @prettylady3322 @Phumajongosi @Banky__moon @Love_lovvi @Kal___Kidan @itsnrbaby @B4Belinda1 Following everyone,Twitter for Android,Gulu,Uganda,"Gulu, Uganda","[32.1251757, 2.4457346, 32.8294398, 3.3008154]"
759368,1462708493828468737,357539221,2021-11-22T09:04:15.000Z,@kakatshozi_ Check with me at 7Pm. I’ll send you the epub,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
836372,1470246925362515968,383167850,2021-12-13T04:19:17.000Z,"Always be joyful. Never stop praying. Be thankful in all circumstances, for this is God’s will for you who belong to Christ Jesus.\n1 Thessalonians 5:16-18 NLT",Twitter for Android,Kampala,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
426746,1430808325449527300,1280568070365499392,2021-08-26T08:24:22.000Z,"Me  to be live today, katonda yabadde mweno ensonga",Twitter for Android,,Uganda,"Iganga, Uganda","[33.2186581, 0.441656, 33.6832999, 1.0773616]"
312565,1420290382852759554,326770101,2021-07-28T07:49:49.000Z,@sekalogo Ah I also don’t want to be blocked and I miss future ones.,Twitter for iPhone,K-town,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
452675,1433146409478508546,1248597592000417796,2021-09-01T19:15:05.000Z,"@achamsu Amen. I choose Repentance too, I can not handle crying for mountains to cover me on that day. #DayOfRapture",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1028925,1488109632849690626,1425176152860241923,2022-01-31T11:19:18.000Z,@NsanjiFinest We don't know,Twitter for Android,In a Disco,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
5320,1390359771623133188,1258827082940940290,2021-05-06T17:36:15.000Z,Telling more lies than the truth is the only way to concur her,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
484495,1436181372800888858,764053241852289024,2021-09-10T04:14:56.000Z,@rutayisire_ And baby annet?,Twitter for Android,Entebbe,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1470757,1520425150927327239,1244914987765772288,2022-04-30T15:29:38.000Z,Where can I get a ticket for fireboy DML's concert.,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
904863,1476538905512005640,1173956281478131713,2021-12-30T13:01:22.000Z,@UGlawyer But this man has suffered with COVID-19. U got it last time now again omicron has not spared you. So sorry counsel you will be well.,Twitter for Android,Kampala ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
2299,1389992939640836097,1312748108091199489,2021-05-05T17:18:36.000Z,@Elena_jesca We'll said❤,Twitter for Android,"Mukono, Uganda",Uganda,"Mukono, Uganda","[32.5019072, -1.0027209, 33.5223859, 0.8608254]"
1043256,1489364422506291203,116780674,2022-02-03T22:25:24.000Z,@ayears3nal @afcstuff @MarkOgden_ @ESPNFC It's @BukayoSaka87 's duty to take Arsenal into Champions League...,Twitter for Android,Mbarara,Uganda,"Mbarara, Uganda","[30.3141825, -0.8454063, 30.81947, -0.194628]"
1436029,1518170075529887749,1489230456176402441,2022-04-24T10:08:46.000Z,"Cyber harassment happens via the use of electronic communications such as cell phones and email, dissemination of nudes on social media, sharing of embarrassing material on social media. Not forgetting sending of unsolicited text messages",Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1310146,1509790607673282573,2867058472,2022-04-01T07:11:46.000Z,@AskiBogere @MrTenderi @OdsRasheed @Eric_KEJ @XNanto That shit can accommodate a whole baby 😂😂😂😂😊😊,Twitter for Android,Sudan 🇸🇩 ,Uganda,"Lira, Uganda","[32.7733774, 1.9970944, 33.657243, 2.6531646]"
542981,1441753764885516289,1351466733681455109,2021-09-25T13:17:38.000Z,"@washingtonpost Eternal rest grant into him,may perpetual light shine upon him.",Twitter for Android,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
499919,1437668697078915074,1106950233618026496,2021-09-14T06:45:02.000Z,@ShidStag @Tituslfc As long as they do me well let them cheat. (Line i will use until I own a gun),Twitter for Android,Above you,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
643830,1451151201039441923,4774946422,2021-10-21T11:39:42.000Z,How Kawempe North would be if Muhammad Ssegirinya wasn’t arrested https://t.co/4R19t1UzHF,Twitter for iPhone,Kisaasi,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
904770,1476529953663508483,67958057,2021-12-30T12:25:48.000Z,Maaaaan... \n\nMonk should have passed to Russ https://t.co/WW6oeWvlNG,Twitter for Android,Uganda 🇺🇬🇺🇬🇺🇬,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1294650,1508728219700146178,1508437669847654405,2022-03-29T08:50:13.000Z,@JonahRuhima @TheOtheGuyHere Thanks Mr zaake,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
